PUBMEDID	Acronym	Agency	Country	GrantID
34020725	AG;NS	NIA NIH HHS;NINDS NIH HHS	United States	U01 AG046152;P50 AG016574;R01 AG017917;RF1 AG051504;R01 NS080820;P30 AG062677;P01 AG017216;R01 AG018023;U01 AG061356;U01 AG032984;R01 AG030146;U01 AG046170;R01 AG036042;R01 AG027924;P30 AG010161;R01 AG061796;R01 AG032990;R37 AG027924;RC2 AG036547;RF1 AG057473;U01 AG046139;P01 AG003949;U24 NS072026;U01 AG046161;P30 AG019610;R01 AG048015;P50 AG025711;U01 AG006786;R01 AG036836;R01 AG015819
34445011	Missing Acronym	the National Research Foundation of Korea (NRF) funded by the Ministry of Science and ICT		NRF-2019R1A2C1007203
29483669	Missing Acronym	Missing Agency	Missing Country	Missing ID
33087363	AG;HL;WT_	NIA NIH HHS;NHLBI NIH HHS;Wellcome Trust	United States;United Kingdom	N01AG12100;U24 AG021886;U01 AG032984;U01 AG024904;U01 AG016976;R01 HL105756;R01 AG033193;Missing ID;R01 AG081220 
34604815	GM;HL;DK;HG;CA	NIGMS NIH HHS;NHLBI NIH HHS;NIDDK NIH HHS;NHGRI NIH HHS;NCI NIH HHS	United States	R01 GM133169;R01 HL142302;P30 DK111022;R56 HG010297;U01 HG011723;R01 DK124097;K01 HL135405;R01 HG010297;P30 CA071789
33910581	Missing Acronym	Missing Agency	Missing Country	Missing ID
34659352	Missing Acronym	Missing Agency	Missing Country	Missing ID
34117260	Missing Acronym	Missing Agency	Missing Country	Missing ID
34158603	Missing Acronym	Missing Agency	Missing Country	Missing ID
29758381	Missing Acronym	Missing Agency	Missing Country	Missing ID
35047858	DC;GM	NIDCD NIH HHS;NIGMS NIH HHS	United States	R01 DC017175;R01 GM133169;R21 DC016723
34680357	Missing Acronym;Missing Acronym	Seoul National University Bundang Hospital (SNUBH) Research Fund;Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Education		14-2020-032 and 14-2016-015;2020R1A2C1100011
34226706	MRC_;HL;MH;HG;ES	Medical Research Council;NHLBI NIH HHS;NIMH NIH HHS;NHGRI NIH HHS;NIEHS NIH HHS	United Kingdom;United States	MC_PC_17228;F31 HL154537;F31 MH124393;T32 HG002295;K25 HL150334;DP2 ES030554;MC_QA137853
34184762	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_QA137853
33910371	HL;DK;HB;TR;MD	NHLBI NIH HHS;NIDDK NIH HHS;NCATS NIH HHS;NIMHD NIH HHS	United States	HHSN268201100037C;R01 HL120393;P30 DK048520;HHSN268201800014I;U01 HL120393;HHSN268201800014C;HHSN268201800011C;KL2 TR002490;HHSN268201800015I;HHSN268201800010I;R01 HL117626;HHSN268201800011I;HHSN268201800012I;R01 HL132947;HHSN268201800012C;R01 HL130733;T32 HL129982;R00 HL129045;HHSN268201800001C;HHSN268201800013I
34737962	Missing Acronym	Missing Agency	Missing Country	Missing ID
30675382	Missing Acronym	Missing Agency	Missing Country	Missing ID
34680877	Missing Acronym	Missing Agency	Missing Country	Missing ID
34108613	Missing Acronym	Missing Agency	Missing Country	Missing ID
34404834	HL	NHLBI NIH HHS	United States	R01 HL137927;R01 HL147148;R01 HL135142;R01 HL089856
34073884	Missing Acronym	Missing Agency	Missing Country	Missing ID
33993232	Missing Acronym	Missing Agency	Missing Country	Missing ID
35023831	Missing Acronym;WT_	CIHR;Wellcome Trust	Canada;United Kingdom	Missing ID;099313/B/12/A;203930/B/16/Z
33197388	MRC_;Missing Acronym;Missing Acronym;Missing Acronym	Medical Research Council;British Heart Foundation;Department of Health;Wellcome Trust	United Kingdom	MC_PC_17228;Missing ID;Missing ID;Missing ID;MC_QA137853
33080986	Missing Acronym	Japan Society for the Promotion of Science		16K14920
33913524	Missing Acronym	Missing Agency	Missing Country	Missing ID
33941792	Missing Acronym	Missing Agency	Missing Country	Missing ID
33898419	DE	NIDCR NIH HHS	United States	R01 DE009886;R01 DE016148;R21 DE016930
35530816	HL;NS;ES;HG;AR;AG;GM;HD;DK	NHLBI NIH HHS;NINDS NIH HHS;NIEHS NIH HHS;NHGRI NIH HHS;NIAMS NIH HHS;NIA NIH HHS;NIGMS NIH HHS;NICHD NIH HHS;NIDDK NIH HHS	United States	R01 HL104135;R01 HL071250;R01 NS058700;U01 HL117721;U10 HL054472;U01 HL054472;R01 HL113264;R01 HL080083;OT3 HL142478;UM1 HL098162;R01 HL112064;R01 ES021801;R01 HL095080;U01 HL072496;UM1 HL098123;R01 HL133040;R01 HL120393;R01 HL087698;R01 HL046380;R01 HL092217;R01 HL121007;R01 HL111249;R01 HL071259;U01 HL054527;U01 HL080295;R01 HL069234;UM1 HG008895;R01 HL068986;U01 HL130114;R01 HL087660;R01 AR048797;R01 HL092577;HHSN268200800007C;R01 HL085251;R01 HL066216;U01 HL089897;R01 HL113338;U10 HL064307;R01 AG058921;R01 HL141845;R01 HL089856;U10 HL064295;OT3 HL142481;U01 HL065962;U10 HL064288;U01 HL054464;N01HC85086;OT3 HL147154;U10 HL064287;R01 HL119443;R37 HL066289;U01 HL089856;R01 HL067348;R35 HL135818;R25 GM062459;R01 HL113326;R01 HL071051;U01 HL072524;P01 ES011627;HHSN268201200036C;HHSN268201800001C;U10 HL064305;U01 HL054457;N01HC95159;R01 HD074711;R01 HL104608;RC2 GM092618;P01 HL045522;OT3 HL142480;UM1 HL128761;U01 HL072518;P50 GM115305;U10 HL109164;HHSN268201500014C;R01 HL133221;75N92021D00006;R01 HL080467;N01HC85082;R01 HL068959;U01 HL072507;R01 DK071891;R01 HL093093;R01 HL087263;R01 HL097163;N01HC85083;N01HC25195;R01 HL117004;R01 HL071205;U01 HL054481;R03 HL154284;OT3 HL142479;UM1 HL128711;R01 NS032830;UM1 HL098147;R01 HL117626;N01HC85079;R01 HL090682;R01 HL073410;RC1 HL099355;N01HC85080;R01 HL118267;R01 HL071258;R01 HL055673;R01 HL079915;R01 HL092301;K01 HL135405;N01HC85081;U10 HL064313
32895543	Missing Acronym;AG;HD;Missing Acronym;WT_	U.S. Department of Health &amp; Human Services | NIH | National Institute on Aging (U.S. National Institute on Aging);NIA NIH HHS;NICHD NIH HHS;RCUK | Medical Research Council (MRC);Wellcome Trust	United States;United Kingdom	R01AG054628;R01 AG054628;P2C HD042849;MR/R024065/1;Missing ID
32968195	Missing Acronym	Missing Agency	Missing Country	Missing ID
33990960	Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	Ministry of Health and Welfare;National Research Foundation of Korea		HI18C0070;HI19C0114;NRF-2020R1A2B01001695;NRF-2019R1I1A1A01041440
33861876	MRC_;DA;BX	Medical Research Council;NIDA NIH HHS;BLRD VA	United Kingdom;United States	MC_PC_17228;R01 DA047063;R01 DA052846;R01 DA047820;R01 DA042691;I01 BX003341;MC_QA137853
33632238	Missing Acronym	Missing Agency	Missing Country	Missing ID
33227023	GM	NIGMS NIH HHS	United States	R01 GM104400
33069728	Missing Acronym	Missing Agency	Missing Country	Missing ID
33836062	Missing Acronym;Missing Acronym;Missing Acronym	Max Planck Society;Netherlands Organization for Scientific Research;French National Research Agency		Missing ID;054-15-101;15-HBPR-0001-03
33941608	HG;AI;MD	NHGRI NIH HHS;NIAID NIH HHS;NIMHD NIH HHS	United States	U01 HG008685;U01 HG008664;U01 HG006379;R01 AI024717;U01 HG008666;U01 HG008673;U01 HG008679;U01 HG008672;U01 HG008676;U01 HG008684;U54 MD007593;U01 HG008657;U01 HG008680;U01 HG008701
33907183	Missing Acronym	Missing Agency	Missing Country	Missing ID
33740410	WT_;MH;MRC_	Wellcome Trust;NIMH NIH HHS;Medical Research Council	United Kingdom;United States	104036;K23 MH120437;204623;217065;214322;MC_UU_00011/7
33884653	Missing Acronym	Missing Agency	Missing Country	Missing ID
33832965	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_QA137853
33093602	Missing Acronym	Missing Agency	Missing Country	Missing ID
31393333	Missing Acronym	Missing Agency	Missing Country	Missing ID
33093519	HL;HD;RR;TR;GM;BHF_;AHA;WT_	NHLBI NIH HHS;NICHD NIH HHS;NCRR NIH HHS;NCATS NIH HHS;NIGMS NIH HHS;British Heart Foundation;American Heart Association-American Stroke Association;Wellcome Trust	United States;United Kingdom	R01 HL126509;U01 HL098162;U01 HL098153;R01 HD038979;R01 HL092153;U01 HL098123;R01 HL092981;M01 RR000240;U01 HL098147;UL1 RR024134;U01 HL098163;HHSN268201100037C;R01 HL124836;M01-RR-000240, RR024134;UL1TR000003;UL1 TR001863;U01 HL098188;UL1TR002378;UL1 TR002369;R01 HD38979;R01 HL092981-01A1;R01 GM117946;UL1 TR000003;RG/15/12/31616;CH/13/2/30154;UL1 TR002378;16PRE30190012;R01 HL083300;P50-HL74731;Missing ID;P50 HL074731
32996047	Missing Acronym;Missing Acronym;Missing Acronym	Deanship of Scientific Research, Imam Abdulrahman Bin Faisal University		2016-057-IRMC;2017-202-IRMC;2018-094-IRMC
32965087	Missing Acronym	Missing Agency	Missing Country	Missing ID
32970095	BX;RX;MH	BLRD VA;RRD VA;NIMH NIH HHS	United States	I01 BX001205;I01 RX002744;R01 MH106595
33232597	Missing Acronym	Korean Health Technology R&amp;D Project	International	A092077
33096046	HD;TR;MH;DA;MRC_	NICHD NIH HHS;NCATS NIH HHS;NIMH NIH HHS;NIDA NIH HHS;Medical Research Council	United States;United Kingdom	P01 HD031921;UL1 TR001863;R01 MH118233;F32 MH122058;U01 DA051038;R03 HD097630;MC_UU_00007/10;R01 DA037904;P2C HD066613;R01 MH123619;R56 MH120736;R01 DA044283
35320353	Missing Acronym	Missing Agency	Missing Country	Missing ID
33958783	MRC_;NS;WT_	Medical Research Council;NINDS NIH HHS;Wellcome Trust	United Kingdom;United States	MC_PC_17230;U01 NS100603;U24 NS095871;K23 NS099380;Missing ID;U01 NS095736;R01 NS115144
33948810	GM;AG;OD;DE	NIGMS NIH HHS;NIA NIH HHS;NIDCR NIH HHS	United States	R24 GM134210;U19 AG056278;U19-AG023122;T32 AG023475;R01 AG061155; S10 OD021728;P30 AG038072;R01 AG061844;UH2AG064704;F31 DE029701;UH2 AG064704;U19 AG023122;R01 AG046949;P30AG038072;R01 AG044829;R01 AG057909
35170024	Missing Acronym	Missing Agency	Missing Country	Missing ID
31577861	CA	NCI NIH HHS	United States	U19 CA148127;P50 CA119997;P30 CA076292;U01 CA209414;R01 CA092824;R35 CA197449;P30 CA016672;U01 CA167462;U19 CA203654
31134134	TR;CA;RR;HG	NCATS NIH HHS;NCI NIH HHS;NCRR NIH HHS;NHGRI NIH HHS	United States	UL1 TR000445;UL1 TR002548;K07 CA172294;UL1 RR024975;U01 HG004798
34012112	DK;NH;GM	NIDDK NIH HHS;NIGMS NIH HHS	United States	DP3 DK112155;DK120429;DK122607;T32 GM008666
33724339	Missing Acronym	Missing Agency	Missing Country	Missing ID
33239738	MRC_;CA;HL;DH_;Missing Acronym;CRUK_;WT_;BHF_	Medical Research Council;NCI NIH HHS;NHLBI NIH HHS;Department of Health;British Heart Foundation (BHF);Cancer Research UK;Wellcome Trust	United Kingdom;United States	MR/L003120/1;HHSN261201100006I;HHSN268201100008I;HHSN268201100003I;HHSN268201100002I; BTRU-2014-10024;HHSN268201100001I;HHSN268201100007I;RG/13/13/30194;HHSN268201100004I;HHSN268201100005I;Missing ID;Missing ID;RG/18/13/33946;HHSN268201100009I
33888908	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_QA137853;MC_UU_00006/2;MC_UU_12015/2
21278746	CA;MRC_;CRUK_	NCI NIH HHS;Medical Research Council;Cancer Research UK	United States;United Kingdom	P50 CA089393-01;P01 CA087969;CA075016;CA131332;P50 CA116201;P50 CA116201-01;R01 CA131332-01A2;R01 CA122340;R29 CA075016-03;R01 CA128931;G0701863;R01 CA049449-10;10118;R01 CA122340-01A1;P01 CA087969-08;R01 CA128931-01A1;11022;U01 CA049449;MC_U106179471;MC_U106188470
24974847	CA;MRC_;CRUK_;DH_;ARC_	NCI NIH HHS;Medical Research Council;Cancer Research UK;Department of Health;Arthritis Research UK	United States;United Kingdom	R01 CA134444;MC_U122861330;SP2312/021;Missing ID;10588;1R01CA134444;MC_UU_12023/6;C8262/A7253
25442119	Missing Acronym	Missing Agency	Missing Country	Missing ID
25140149	AG;MH;GM	NIA NIH HHS;NIMH NIH HHS;NIGMS NIH HHS	United States	U24 AG021886;U01 AG024904;T32 MH065215;P30 AG036445;T32 GM007347
23417110	HL	NHLBI NIH HHS	United States	T32 HL007024
25342443	CA;HG;BHF_;MRC_;CAPMC;CRUK_;DH_;LM;ImNIH;Missing Acronym	NCI NIH HHS;NHGRI NIH HHS;British Heart Foundation;Medical Research Council; CIHR;Cancer Research UK;Department of Health;NLM NIH HHS;Intramural NIH HHS;PHS HHS	United States;United Kingdom;Canada	CA128978;CA089393;P01 CA087969;1U19 CA148537;R01 CA128978;P50 CA116201;UM1 CA186107;R01 CA128931;X01 HG005954;Missing ID;CA075016;MC_UU_12015/1;Missing ID;P50 CA089393;CA122340;C12292/A11174;Missing ID;CA131332;T32 HG000040;K22 LM011931;1U19 CA148065;C5047/A10692;CA122844;CA173785;R01 CA124865;C490/A10124;C5047/A8384;C1287/A 10710;HHSN268200782096C;R01 CA122844;P30 CA015083;C5047/A15007;C1287/8459;Missing ID;1U19 CA148112;R01 CA122340;C1281/A12014;K22LM011931;R01 CA049449;R01 CA131332;U01 CA049449;C1287/A10118;MC_U106179471;N01 CA015083
24662972	WT_;CA;AG;MRC_;HL;Missing Acronym;CRUK_;HG;WH;BHF_;CP;Missing Acronym	Wellcome Trust;NCI NIH HHS;NIA NIH HHS;Medical Research Council;NHLBI NIH HHS;PHS HHS;Cancer Research UK;NHGRI NIH HHS;WHI NIH HHS;British Heart Foundation	United Kingdom;United States	Missing ID;CA34627;R01 CA67262;HHSN271201100004C;R01-CA089715;R01 CA49449;R01CA65726;R01CA114665;Missing ID;R01HL091172-01;HG-06-033-NCI-01;Missing ID;U01HG004446;HHSN268201100001C;R01 CA057494;U01HG004438;P30 CA015704;Missing ID;NCI N02-CP-01037;NIH HHSN268200782096C;1P01CA86871;HHSN268201100004C;P01 CA87969;NCI N02-CP-11015;UM1 CA167552;HHSN268201100046C;HHSN268201100003C;UM1 CA176726;CA055075;HHSN268201100002C
23408455	Missing Acronym	Missing Agency	Missing Country	Missing ID
22941190	NS;HL;Missing Acronym;WT_;HG;Missing Acronym;RR;MRC_;DMT_;DK;Missing Acronym;Missing Acronym;DH_	NINDS NIH HHS;NHLBI NIH HHS;Intramural NIH HHS;Wellcome Trust;NHGRI NIH HHS;NCRR NIH HHS;Medical Research Council;The Dunhill Medical Trust;NIDDK NIH HHS;Department of Health	United States;United Kingdom	R01 NS045012;R01 HL059367;Z01 AG000015-50;085475/B/08/Z;R01 HL105756;N01HC55020;HHSN268201100012C;U01 HG004446;N01HC55018;095626;HHSN268201100010C;UL1 RR025005;HHSN268201100008C;R01 HL087676;U01 HL096917;HHSN268201100007C;G0500987;WT084724MA;R01 HL085251;HHSN268201100011C;R01 HL086694;U01 HG004402;N01HC55022;K23 NS042720;N01HC55015;OSRP2/1006;R01 HL093029;HHSN268201100006C;P50 NS051343;P30 DK072488;U01 NS069208;090532;N01HC55016;090532/Z/09/Z;N01HC55019;U01 HG004436;HHSN268201100009C;HHSN268201100005C;N01HC55021;R01 HL087641;Z01 AG000954-06;R01 HL073410;U01NS069208;RP-PG-0606-1146;085475/Z/08/Z
24999842	DK	NIDDK NIH HHS	United States	R01 DK057892;R01 DK081645
21909108	HL;AG;HC;RR;TR;NS;CSO_;MRC_;GM;HG;DK;Missing Acronym;ImNIH	NHLBI NIH HHS;NIA NIH HHS;NCRR NIH HHS;NCATS NIH HHS;NINDS NIH HHS;Chief Scientist Office;Medical Research Council;NIGMS NIH HHS;NHGRI NIH HHS;NIDDK NIH HHS;PHS HHS;Intramural NIH HHS	United States;United Kingdom	N01HC55018;N01-AG-1-2109;R56 AG020098;N01-HC-55015;M01RR00069;N01-HC-85084;N01HC55020;UL1RR025005;N02-HL-6-4278;N01-HC-25195;UL1 TR000005;R01 HL075366;R01 NS017950;N01AG12100;CZB/4/710;R01 AG016495;U01 HL084729;N01-HC-85085;R01HL59367;UL1 RR025005;R01 AG015928;U01 HL080295;N01-HC-55022;N01-HC-85081;R01 HL059367;HL105756;N01 HC015103;M01 RR000069;N01-HC-55016;MC_U127561128;R01 HL086694;R01 AG18728;AG033193;U01 GM074518-04;R01 HL087652;AG-20098;U01 HG004402;N01HC55022;M01 RR 16500;N01HC55222;N01-HC-55021;N01-HC-85086;N01HC55015;NS17950;N01HC85086;R01 HL105756;U01HG004402;AG08122;AG-027058;N01-HC-85082;P30 DK063491;268200625226C;R01 AG008122;N01 HC-55222;N01-HC-55019;P30 DK072488;R01 AG033193;R01HL087641;N01-HC-85083;N01-HC-55020;N01-HC-85080;N01-HC-75150;MC_PC_U127561128;N01HC55016;U01 HL072515;R01 HL080295;M01 RR016500;R01 AG020098;N01HC55019;N01HC75150;N01HC25195;Z99 HL999999;AG16495;N01-HC-85079;HG005581;U01 HL072515-06;N01-HC-85239;AG-023629;N01HC85079;N01-HC-55018;RC2 HG005581;N01HC55021;R01 AG023629;R01 HL087641;R01 AG027058;N01 HC045133;R01 AG018728;N01 HC035129;R56 AG023629;R01HL086694;Z01 HL006002-01;R01 HL088119
23728906	AA;MH;PUK_	NIAAA NIH HHS;NIMH NIH HHS;Parkinson's UK	United States;United Kingdom	R01 AA007535;R01 MH066206;AA13320;K-1206;R01 AA013321;R01 AA010249;AA14041;AA13326;R01 AA013320;R01 AA014041;K05 AA017688;AA13321;AA10248;R01 AA013326;MH66206
24528284	GM;TR;AA	NIGMS NIH HHS;NCATS NIH HHS;NIAAA NIH HHS	United States	U19 GM61388;R01 GM28157;UL1 TR000135;P20 1P20AA017830-01;UL1 TR00235
24478790	AG;MH	NIA NIH HHS;NIMH NIH HHS	United States	U01 AG023712;U01 AG023744;P50 AG008702;P30 AG034424;U01 AG023749;U01 AG023755;U01 AG023746;R01 MH084995
24740207	RC;Missing Acronym;Missing Acronym;CN;Missing Acronym	CCR NIH HHS;PHS HHS;Intramural NIH HHS;NCI NIH HHS	United States	N01-RC-45035;HHSN261201000006C;N01-RC-37004;Missing ID;N01-CN-45165;HHSN261200800001E
24980573	CA;CRUK_	NCI NIH HHS;Cancer Research UK	United States;United Kingdom	CA167552;10589;P30 CA016672;CA87969;5P50CA093459-10;CA49449;CA122838;CA176726;P30 CA023108;CA67262
21909107	HL;RR;HV;GM	NHLBI NIH HHS;NCRR NIH HHS;NIGMS NIH HHS	United States	N01HV68199;K08 HL080085;UL1RR025758;R01 HL062594;UL1 RR025758-05;UL1RR024148;N01-HV-68199;T32 GM007526-34;K08-HL080085;K08 HL080085-05;UL1 RR024148;HHSN268201000048C;R01 HL109942;R01-HL62594;P50-HL083794;UL1 RR024148-05;R01 HL062594-08;P50 HL083794-05
24039173	MH	NIMH NIH HHS	United States	K24-MH094614;K24 MH094614;T32-MH16259;R01 MH079799;R01-MH079799;T32 MH016259
22945461	Missing Acronym	Missing Agency	Missing Country	Missing ID
19954339	Missing Acronym	Missing Agency	Missing Country	Missing ID
25344690	AI;NS;DK;HHMI_	NIAID NIH HHS;NINDS NIH HHS;NIDDK NIH HHS;Howard Hughes Medical Institute	United States	R01 AI093697;R01AI093697;R01NS069229;K01 DK095031;Missing ID;R01 NS069229;K01DK095031
23996088	Missing Acronym	Cancer Research UK	United Kingdom	C1298/A8362
22936702	Missing Acronym	Missing Agency	Missing Country	Missing ID
23933737	Missing Acronym	Missing Agency	Missing Country	Missing ID
25387707	AA;DA	NIAAA NIH HHS;NIDA NIH HHS	United States	R37 AA009367;R01 AA009367;DA 036216;U01 DA024417;R01 DA024417;DA05147;DA 13240;AA 09367;R37 DA005147;R01 DA013240;R01 DA005147;R01 DA036216
23056639	LM	NLM NIH HHS	United States	R01 LM010098
24782177	GM	NIGMS NIH HHS	United States	GM-057091
23218918	MRC_;WT_;CSO_	Medical Research Council;Wellcome Trust;Chief Scientist Office	United Kingdom	G0600429;Missing ID;Missing ID
24403052	Missing Acronym	Missing Agency	Missing Country	Missing ID
25293881	CA	NCI NIH HHS	United States	5UM1CA164973-02;UM1 CA164973;P30 CA077598;CA-138338;P30 CA071789;P01 CA138338
21993531	Missing Acronym	Missing Agency	Missing Country	Missing ID
25231870	CRUK_;NS;MRC_;CA;Missing Acronym;AG;TR;Missing Acronym	Cancer Research UK;NINDS NIH HHS;Medical Research Council;NCI NIH HHS;Wellcome Trust;NIA NIH HHS;NCATS NIH HHS	United Kingdom;United States	10124;R01 NS017950;MC_UU_12013/1;MC_PC_15018;MC_UU_12015/2;G0401527;P50 CA116201;G0701863;10118;G9815508;11022;098381;U01 AG049505;MR/J012165/1;MC_UU_12015/1;R01 AG041517;UL1 TR001108;102215;MC_U106179472;G1000143;MC_UU_12013/3;MC_U106179471
24159190	Missing Acronym	Missing Agency	Missing Country	Missing ID
19936222	BHF_;HL;CA;MRC_	British Heart Foundation;NHLBI NIH HHS;NCI NIH HHS;Medical Research Council	United Kingdom;United States	Missing ID;R01 HL043851;CA047988;R01 CA047988;R01 HL054776;MC_U137686857;HL54776
24387323	Missing Acronym	Missing Agency	Missing Country	Missing ID
23263445	Missing Acronym	Missing Agency	Missing Country	Missing ID
22915352	Missing Acronym	Medical Research Council	United Kingdom	Missing ID
24159609	Missing Acronym	Missing Agency	Missing Country	Missing ID
21156761	Missing Acronym	Missing Agency	Missing Country	Missing ID
24149102	LLR_;WT_;MRC_;CRUK_;Missing Acronym	Blood Cancer UK;Wellcome Trust;Medical Research Council;Cancer Research UK	United Kingdom	10021;068545/Z/02;076113;G0000934;C1298/A8362;085475;Missing ID
22923026	CRUK_;HG;CA;MRC_	Cancer Research UK;NHGRI NIH HHS;NCI NIH HHS;Medical Research Council	United Kingdom;United States	A10118;A7357;U01 HG004446;C5047/A10692;C5047/A3354;C16913/A6835;U19 CA 148537-01;U19 CA148537;A6135;U01 HG004726;G0500966;C16913/A6135;U01 HG004726-01;11022;C1287/A10118;P30 CA071789
23412934	NS	NINDS NIH HHS	United States	R01 NS026799;R01 NS062885;R01NS062885;R01NS26799
24583629	Missing Acronym	Missing Agency	Missing Country	Missing ID
23103227	AA;CA	NIAAA NIH HHS;NCI NIH HHS	United States	R01 AA022701;U19 CA148127
22916037	WT_	Wellcome Trust	United Kingdom	Missing ID;GR069224
23207651	AG;MRC_;BB_;CSO_;WT_	NIA NIH HHS;Medical Research Council;Biotechnology and Biological Sciences Research Council;Chief Scientist Office;Wellcome Trust	United States;United Kingdom	AG04563;G0100266;MC_UU_12021/1;AG10175;BB/F022441/1;MC_U137761446;AG028555;R01 AG008724;MR/K002279/1;G0600237;G1001375;G0100594;G0901461;ETM/55;G0700704;G0400546;R01 AG028555;AG08861;AG08724;G0900753;Missing ID;R01 AG010175;G0701120;AG 04563;CZB/4/505;BB/F019394/1;MC_EX_G1000902;MR/K026992/1
23743675	HG;AA;CA;DA	NHGRI NIH HHS;NIAAA NIH HHS;NCI NIH HHS;NIDA NIH HHS	United States	U01HG004438;U10AA008401;P01 CA089392;U01 HG004422;K02 AA018755;R01 DA019963;R01 DA013423;U10 AA008401;R25 DA027995
23028341	Missing Acronym	Missing Agency	Missing Country	Missing ID
23992748	ES;CA;HL;GM;MD;RR	NIEHS NIH HHS;NCI NIH HHS;NHLBI NIH HHS;NIGMS NIH HHS;NIMHD NIH HHS;NCRR NIH HHS	United States	R01 ES015794;R25 CA113710;R01 HL078885;T32 GM007546;P60MD006902;P60 MD006902;R01 HL088133;T32 GM007175;K23 HL111636;T32GM07175;T32 HL007185;M01-RR00188
21242260	Missing Acronym	Missing Agency	Missing Country	Missing ID
24709693	ARC_;MRC_;VAC_;DH_	Arthritis Research UK;Medical Research Council;Versus Arthritis;Department of Health	United Kingdom	20542;MR/M004600/1;20164;MANMKBRU-2012-1;17552
23108985	AR;AG	NIAMS NIH HHS;NIA NIH HHS	United States	R01 AR059781;R01 AG026564;R01 AR057049;P50 AR055081;R01 AR050496
